automaton,device,traverser,evaluator,layout,reference_impl,x_size,y_size,steps,rounds,warmup_rounds,x_tile_size,y_tile_size,cuda_block_size_x,cuda_block_size_y,seed,word_size,temporal_steps,temporal_tile_size_y,average_time_ms,average_time_per_cell_ps,std_time_ms,rounds_had_same_checksums,checksum
brian,CUDA,temporal,bit_planes,bit_planes,,15360,17472,128,5,1,0,0,32,2,42,64,8,32,21.645113,0.630110,0.010292,true,1314663-1329372-1331952-1324787-1323857-1314559-1343727-1329371-1324092-1317608-1320239-1331887-1331179-1333463-1352142-1349171
brian,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,16320,16320,128,5,1,0,0,32,2,42,64,8,32,17.761651,0.520994,0.001905,true,1337615-1316455-1298507-1334398-1306903-1321158-1324413-1345549-1329638-1315127-1328801-1334983-1315094-1309782-1325917-1327158
brian,CUDA,temporal,bit_planes,bit_planes,,15360,17472,126,5,1,0,0,32,2,42,64,9,32,23.339302,0.690214,0.003331,true,1319791-1331576-1337027-1328696-1329143-1318633-1344692-1329842-1325187-1318863-1323835-1332593-1333541-1337345-1353875-1353764
brian,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,16352,16352,126,5,1,0,0,32,2,42,64,9,32,19.725632,0.585489,0.006759,true,1340129-1330222-1341357-1336519-1345825-1341724-1321072-1328405-1326494-1329483-1353754-1328879-1323393-1317507-1331247-1336941
brian,CUDA,temporal,bit_planes,bit_planes,,15360,17472,120,5,1,0,0,32,2,42,64,10,32,25.494989,0.791662,0.051868,true,1333988-1343383-1348231-1339797-1340204-1327577-1353191-1339879-1331639-1331061-1333716-1339993-1340414-1349925-1361304-1361486
brian,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,16352,16352,120,5,1,0,0,32,2,42,64,10,32,18.715469,0.583281,0.005944,true,1348593-1338786-1349514-1343431-1352887-1357636-1331165-1330448-1334623-1335294-1362084-1341295-1329461-1324051-1341560-1344563
brian,CUDA,temporal,bit_planes,bit_planes,,15360,17472,120,5,1,0,0,32,2,42,64,12,32,37.778471,1.173084,0.083613,true,1333988-1343383-1348231-1339797-1340204-1327577-1353191-1339879-1331639-1331061-1333716-1339993-1340414-1349925-1361304-1361486
brian,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,16352,16352,120,5,1,0,0,32,2,42,64,12,32,18.636774,0.580828,0.004976,true,1348593-1338786-1349514-1343431-1352887-1357636-1331165-1330448-1334623-1335294-1362084-1341295-1329461-1324051-1341560-1344563
brian,CUDA,temporal,bit_planes,bit_planes,,15360,17476,126,5,1,0,0,32,2,42,64,14,32,78.406091,2.318174,0.033911,true,1319790-1331355-1336739-1327609-1329423-1318986-1345036-1330245-1325541-1319139-1324241-1332946-1336332-1335585-1353410-1355106
brian,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,16352,16352,126,5,1,0,0,32,2,42,64,14,32,19.484339,0.578327,0.005719,true,1340129-1330222-1341357-1336519-1345825-1341724-1321072-1328405-1326494-1329483-1353754-1328879-1323393-1317507-1331247-1336941
