automaton,device,traverser,evaluator,layout,reference_impl,x_size,y_size,steps,rounds,warmup_rounds,x_tile_size,y_tile_size,cuda_block_size_x,cuda_block_size_y,seed,word_size,temporal_steps,temporal_tile_size_y,average_time_ms,average_time_per_cell_ps,std_time_ms,rounds_had_same_checksums,checksum
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4368,1020,1,1,0,0,32,4,42,32,6,16,12.379793,0.723601,0.000000,True,44691-47354-43296-44335-45537-45635-45334-43956-45162-45729-43005-46920-45430-43990-44193-45417
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4360,1020,1,1,0,0,32,4,42,32,6,32,5.428746,0.317893,0.000000,True,45001-46482-44150-43637-45423-45613-45298-43897-45172-45624-42833-46733-46719-44302-43979-44823
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4368,1020,1,1,0,0,32,4,42,32,6,64,5.592625,0.326890,0.000000,True,44691-47354-43296-44335-45537-45635-45334-43956-45162-45729-43005-46920-45430-43990-44193-45417
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4292,1020,1,1,0,0,32,4,42,32,6,128,7.840733,0.466408,0.000000,True,44584-46079-43084-43153-44305-45282-44634-43352-44761-44706-42261-45940-45184-43461-43596-45069
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4368,1024,1,1,0,0,32,4,42,32,8,32,6.490985,0.377917,0.000000,True,44615-47198-43347-44206-45285-45774-45164-43622-45059-45782-42878-46886-45398-43839-44301-45274
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4368,1024,1,1,0,0,32,4,42,32,8,64,6.440879,0.375000,0.000000,True,44615-47198-43347-44206-45285-45774-45164-43622-45059-45782-42878-46886-45398-43839-44301-45274
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4368,1024,1,1,0,0,32,4,42,32,8,128,7.290565,0.424470,0.000000,True,44615-47198-43347-44206-45285-45774-45164-43622-45059-45782-42878-46886-45398-43839-44301-45274
game-of-life,CUDA,simple,bit_array,bit_array,,4096,4096,1024,1,1,0,0,32,4,42,64,0,0,117.330589,6.829539,0.000000,True,44732-46231-45785-43598-45361-45551-46216-45831-42431-43977-43485-41916-45085-44701-43519-44637
game-of-life,CUDA,simple,bit_planes,bit_planes,,4096,4096,1024,1,1,0,0,32,4,42,64,0,0,7.274400,0.423426,0.000000,True,44732-46231-45785-43598-45361-45551-46216-45831-42431-43977-43485-41916-45085-44701-43519-44637
game-of-life,CUDA,simple,tiled_bit_planes,tiled_bit_planes,,4096,4096,1024,1,1,0,0,32,4,42,64,0,0,8.925557,0.519536,0.000000,True,44732-46231-45785-43598-45361-45551-46216-45831-42431-43977-43485-41916-45085-44701-43519-44637
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4368,1024,1,1,0,0,32,4,42,64,2,8,7.632927,0.444403,0.000000,True,44615-47198-43347-44206-45285-45774-45164-43622-45059-45782-42878-46886-45398-43839-44301-45274
game-of-life,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,4080,4080,1024,1,1,0,0,32,4,42,64,2,8,8.163515,0.478913,0.000000,True,48612-43767-43955-46668-43692-42401-45285-47906-44886-44718-44146-46589-43680-45803-44293-46038
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4368,1024,1,1,0,0,32,4,42,64,2,16,5.494426,0.319896,0.000000,True,44615-47198-43347-44206-45285-45774-45164-43622-45059-45782-42878-46886-45398-43839-44301-45274
game-of-life,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,4080,4032,1024,1,1,0,0,32,4,42,64,2,16,7.496348,0.445009,0.000000,True,46852-43170-44204-46079-42984-41619-44684-47185-44488-44202-43767-46325-42407-45541-44702-44220
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4368,1024,1,1,0,0,32,4,42,64,2,32,5.672348,0.330255,0.000000,True,44615-47198-43347-44206-45285-45774-45164-43622-45059-45782-42878-46886-45398-43839-44301-45274
game-of-life,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,4080,4080,1024,1,1,0,0,32,4,42,64,2,32,8.209505,0.481611,0.000000,True,48612-43767-43955-46668-43692-42401-45285-47906-44886-44718-44146-46589-43680-45803-44293-46038
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4320,1024,1,1,0,0,32,4,42,64,2,64,8.290799,0.488069,0.000000,True,44398-46068-43766-43416-44485-45562-44604-43128-44897-45265-42527-46237-44787-42975-44027-45046
game-of-life,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,4080,3968,1024,1,1,0,0,32,4,42,64,2,64,11.617881,0.700802,0.000000,True,46047-41937-43813-45767-42169-41021-44114-46285-43853-43553-42852-45718-42463-44031-43502-44082
game-of-life,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,4080,4080,1024,1,1,0,0,32,4,42,64,4,8,7.029997,0.412415,0.000000,True,48612-43767-43955-46668-43692-42401-45285-47906-44886-44718-44146-46589-43680-45803-44293-46038
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4368,1024,1,1,0,0,32,4,42,64,4,16,6.070174,0.353417,0.000000,True,44615-47198-43347-44206-45285-45774-45164-43622-45059-45782-42878-46886-45398-43839-44301-45274
game-of-life,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,4080,4032,1024,1,1,0,0,32,4,42,64,4,16,6.489614,0.385246,0.000000,True,46852-43170-44204-46079-42984-41619-44684-47185-44488-44202-43767-46325-42407-45541-44702-44220
game-of-life,CUDA,temporal,bit_planes,bit_planes,,3840,4368,1024,1,1,0,0,32,4,42,64,4,32,5.309675,0.309139,0.000000,True,44615-47198-43347-44206-45285-45774-45164-43622-45059-45782-42878-46886-45398-43839-44301-45274
